0.735044 0.732873 -1.067897
0.272096 0.242793 -0.737276
0.468991 0.591933 -0.402843
0.271705 0.252175 -0.732610
0.875288 0.770127 0.013251
0.437344 0.089449 -0.480355
0.534838 0.383055 0.055029
0.874682 0.630295 -1.475405
0.330433 0.130439 -0.726255
0.234067 0.857492 0.283021
0.142539 0.068965 -0.962348
0.972235 0.803778 -1.288337
0.482817 0.448989 0.002053
0.422902 0.287479 -0.398871
0.047049 0.817681 0.425519
0.002854 0.752674 -0.041321
0.467837 0.273868 -0.299519
0.800404 0.573706 -1.598158
0.399530 0.633663 -0.165827
0.195282 0.960076 0.240670
0.761389 0.380027 0.485500
0.582740 0.397363 0.156343
0.430746 0.486525 0.005730
0.085208 0.877130 0.815259
0.014625 0.265281 -0.714208
0.351840 0.198967 -0.665841
0.365675 0.707072 -0.286147
0.646121 0.680565 -2.003475
0.774322 0.656089 -1.809324
0.637849 0.270202 0.158362
0.213252 0.215531 -0.857575
0.135598 0.615157 0.399869
0.869420 0.562613 -1.542791
0.418145 0.797303 -1.349378
0.346663 0.907562 -1.183246
0.643589 0.117295 -0.110345
0.803863 0.623236 -1.828671
0.287384 0.302028 -0.583990
0.185111 0.800982 0.805467
0.980132 0.381913 0.624071
0.164580 0.565123 0.282728
0.811619 0.097938 0.053361
0.115409 0.261954 -0.769138
0.551632 0.227037 -0.157703
0.527979 0.716619 -1.731251
0.180670 0.188049 -0.899863
0.210820 0.047984 -0.871145
0.514462 0.207727 -0.278422
0.205347 0.942326 0.207534
0.858889 0.710673 -0.382849
0.953584 0.007876 -0.004800
0.883228 0.645284 -1.244095
0.330242 0.241331 -0.670832
0.456603 0.687659 -1.023624
0.247039 0.467622 -0.031206
0.069360 0.495162 -0.130263
0.513282 0.296163 -0.122767
0.811008 0.844509 -0.660305
0.237517 0.091699 -0.881337
0.530588 0.648704 -1.280981
0.655126 0.461904 -0.007559
0.673278 0.718442 -1.712918
0.010575 0.768619 0.022181
0.722807 0.637951 -1.952125
0.069947 0.474558 -0.211714
0.226327 0.460796 -0.065568
0.416179 0.223919 -0.504731
0.438863 0.990954 0.245963
0.140574 0.090289 -0.982236
0.557170 0.467457 -0.024106
0.820819 0.442019 0.096089
0.855889 0.624923 -1.618535
0.580904 0.643630 -1.580143
0.526982 0.899019 -0.118036
0.835540 0.494532 -0.637034
0.172044 0.289758 -0.716718
0.889105 0.410538 0.385751
0.528181 0.432565 0.035328
0.187918 0.231814 -0.829399
0.834368 0.387199 0.541424
0.741893 0.823235 0.040291
0.581473 0.186449 -0.142203
0.325352 0.541907 0.198648
0.262824 0.562792 0.335809
0.977844 0.185796 0.449323
0.240171 0.432446 -0.177540
0.493832 0.108905 -0.404880
0.375839 0.723530 -0.494417
0.621493 0.503844 -0.352249
0.370145 0.896003 -1.258713
0.070587 0.247492 -0.793503
0.282419 0.172685 -0.797601
0.305256 0.811694 -0.296817
0.743345 0.760590 -0.537099
0.482049 0.246177 -0.336107
0.639574 0.995681 -1.037982
0.698977 0.605511 -1.720219
0.553597 0.047096 -0.250998
0.167479 0.276524 -0.744239
0.195238 0.684027 0.698792
0.814199 0.776769 0.008243
0.779806 0.228681 0.364474
0.683264 0.684648 -1.942283
0.813350 0.143091 0.153440
0.756599 0.792534 -0.072300
0.341836 0.163696 -0.681503
0.053524 0.523657 -0.100364
0.931068 0.417028 0.295312
0.026100 0.879983 0.273960
0.262094 0.875357 -0.160542
0.237531 0.380385 -0.377740
0.521086 0.512415 -0.156830
0.090230 0.028318 -0.972731
0.098194 0.019741 -0.957368
0.423874 0.213940 -0.497726
0.454233 0.373904 -0.142082
0.252664 0.809850 0.322325
0.348907 0.848547 -1.008940
0.645726 0.283355 0.204409
0.525310 0.556502 -0.443765
0.250901 0.129517 -0.844053
0.052492 0.097511 -0.992505
0.863088 0.633060 -1.524444
0.690023 0.794463 -0.425692
0.805303 0.285751 0.602950
0.309532 0.374942 -0.352495
0.281613 0.358997 -0.426455
0.126343 0.123414 -0.964450
0.709853 0.890151 -0.288990
0.234465 0.648263 0.580265
0.553544 0.055396 -0.274619
0.886780 0.079195 0.063270
0.881659 0.538745 -1.312441
0.231805 0.401179 -0.292293
0.496623 0.793435 -1.616461
0.737152 0.652487 -1.935542
0.466086 0.684357 -1.054292
0.255881 0.208662 -0.811300
0.429422 0.863271 -1.348465
0.993350 0.562259 -1.387592
0.881356 0.228866 0.552377
0.713053 0.445883 0.095137
0.831207 0.321214 0.692605
0.677753 0.083541 -0.115449
0.739024 0.791000 -0.150384
0.848194 0.981409 -0.654412
0.149135 0.541207 0.169888
0.635191 0.541557 -0.743116
0.092042 0.141361 -0.964638
0.247610 0.164373 -0.860905
0.909908 0.454838 -0.166162
0.154823 0.446447 -0.203395
0.117335 0.484087 -0.085573
0.385326 0.051117 -0.560821
0.549076 0.675043 -1.634080
0.936377 0.078803 0.062892
0.425435 0.878568 -1.256199
0.439119 0.167219 -0.513514
0.359733 0.741529 -0.454405
0.733640 0.513506 -0.682188
0.713381 0.473568 -0.184797
0.026516 0.331932 -0.592158
0.296506 0.171866 -0.786703
0.221358 0.330206 -0.556273
0.741026 0.810013 0.013842
0.976065 0.733697 0.192783
0.606368 0.587095 -1.140475
0.368793 0.388133 -0.237052
0.606521 0.671956 -1.905665
0.998019 0.444504 -0.171355
0.028690 0.100913 -0.968538
0.725863 0.939847 -1.396666
0.866691 0.490193 -0.618075
0.490869 0.756562 -1.660073
0.125543 0.141665 -0.959324
0.108439 0.658340 0.446343
0.716991 0.598802 -1.735959
0.918799 0.865157 -1.982836
0.872219 0.096795 0.072384
0.918720 0.229092 0.597174
0.801114 0.361540 0.612009
0.462782 0.637304 -0.678429
0.604773 0.243679 0.012098
0.892590 0.582855 -1.623053
0.922127 0.812042 -1.080010
0.824796 0.960857 -1.485927
0.920347 0.190837 0.417937
0.886796 0.065215 0.011833
0.576441 0.822286 -0.888234
0.067836 0.499950 -0.113043
0.554510 0.853140 -0.577100
0.378176 0.558772 0.119718
0.886091 0.338214 0.777535
0.056198 0.777401 0.424510
0.686509 0.723763 -1.593505
0.633870 0.465577 -0.029766
0.465353 0.764396 -1.534886
0.372247 0.673560 -0.148913
0.562260 0.586970 -0.888478
0.418183 0.546485 0.007662
0.551346 0.352827 0.061898
0.572424 0.999306 0.021823
0.155249 0.138211 -0.944908
0.810886 0.515280 -0.878778
0.673713 0.069975 -0.120346
0.530936 0.424530 0.059837
0.496434 0.239200 -0.284264
0.853152 0.354046 0.702317
0.325968 0.045047 -0.661854
0.501483 0.189434 -0.346026
